exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779232500000,2207121.36100000,4657776492.97274000
binance,usdm_futures,ETHUSDT,1779233400000,2206576.51400000,4666666603.69346000
binance,usdm_futures,ETHUSDT,1779234300000,2207375.22800000,4667539067.11056000
binance,usdm_futures,ETHUSDT,1779235200000,2205366.33700000,4655528337.40700000
binance,usdm_futures,ETHUSDT,1779236100000,2207404.37500000,4644530853.92712400
binance,usdm_futures,ETHUSDT,1779237000000,2209255.36700000,4657353331.72637000
binance,usdm_futures,ETHUSDT,1779237900000,2209152.93400000,4660075565.09696000
binance,usdm_futures,ETHUSDT,1779238800000,2210535.46900000,4665047737.71353000
binance,usdm_futures,ETHUSDT,1779239700000,2211338.49900000,4676477785.88286400
binance,usdm_futures,ETHUSDT,1779240600000,2212164.51300000,4651274983.38867000
binance,usdm_futures,ETHUSDT,1779241500000,2212252.86000000,4659646076.48940000
binance,usdm_futures,ETHUSDT,1779242400000,2214300.27100000,4682226666.69289700
binance,usdm_futures,ETHUSDT,1779243300000,2214855.83900000,4679281633.93852000
binance,usdm_futures,ETHUSDT,1779244200000,2216034.86000000,4678736560.26660000
binance,usdm_futures,ETHUSDT,1779245100000,2216211.09300000,4668068934.65962600
binance,usdm_futures,ETHUSDT,1779246000000,2217445.03400000,4675083714.08288000
binance,usdm_futures,ETHUSDT,1779246900000,2219042.55900000,4674746006.91735000
binance,usdm_futures,ETHUSDT,1779247800000,2220071.89300000,4694231771.39817200
binance,usdm_futures,ETHUSDT,1779248700000,2220642.83900000,4688851864.27906000
binance,usdm_futures,ETHUSDT,1779249600000,2220922.82000000,4687501913.12020000
binance,usdm_futures,ETHUSDT,1779250500000,2222538.59600000,4697624252.66348000
binance,usdm_futures,ETHUSDT,1779251400000,2222139.96800000,4694830321.35120000
binance,usdm_futures,ETHUSDT,1779252300000,2222834.05200000,4689468542.82336000
